id	ObjecttypeVanID	AttribuutVan1ID	DomeinwaardeVan1ID	AttribuutVan2ID	DomeinwaardeVan2ID	AttribuutVan3ID	DomeinwaardeVan3ID	AttribuutVan4ID	DomeinwaardeVan4ID	InformatiemodelNaarID	ObjecttypeNaarID	AttribuutNaar1ID	DomeinwaardeNaar1ID	AttribuutNaar2ID	DomeinwaardeNaar2ID	AttribuutNaar3ID	DomeinwaardeNaar3ID	Toelichting
1962	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4479	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127			IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	open verharding	plus-fysiekVoorkomen	gebakken klinkers	
1963	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4482	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127			IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	open verharding	plus-fysiekVoorkomen	tegels	
1964	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4481	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127			IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	open verharding	plus-fysiekVoorkomen	sierbestrating	
1965	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4489	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127			IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	open verharding	plus-fysiekVoorkomen	betonelement	
1966	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4479	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120			IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	open verharding	plus-fysiekVoorkomen	gebakken klinkers	
1967	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4478	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120			IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	open verharding	plus-fysiekVoorkomen	betonstraatstenen	
1968	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3942	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4689	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120			IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	onverhard	plus-fysiekVoorkomen	zand	
1969	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127					IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	open verharding			
1970	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127					IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	half verhard			
1971	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3942	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127					IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	onverhard			
1973	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120					IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	open verharding			
1974	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3942	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120					IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	onverhard			
1975	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120					IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	half verhard			
1977	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4110	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_312	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_10837			IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	gesloten verharding	plus-fysiekVoorkomen	asfalt	
1978	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4483	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4758	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127	IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	half verhard	plus-fysiekVoorkomen	gravel	
1979	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4478	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4743	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120	IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	half verhard	plus-fysiekVoorkomen	grasklinkers	
1980	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4484	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4766	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120	IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	half verhard	plus-fysiekVoorkomen	schelpen	
1981	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4484	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4764	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120	IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	half verhard	plus-fysiekVoorkomen	puin	
1982	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4484	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4761	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120	IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	half verhard	plus-fysiekVoorkomen	grind	
1983	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4484	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120	IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	onverhard	plus-fysiekVoorkomen	boomschors	
1984	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4111	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4478	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4743	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127	IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	half verhard	plus-fysiekVoorkomen	grasklinkers	
1985	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4484	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4766	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127	IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	half verhard	plus-fysiekVoorkomen	schelpen	
1986	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4484	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4761	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127	IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	half verhard	plus-fysiekVoorkomen	grind	
1987	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4484	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127	IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	onverhard	plus-fysiekVoorkomen	boomschors	
1988	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4483	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4758	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120	IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	half verhard	plus-fysiekVoorkomen	gravel	
1989	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4112	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_257	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4484	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_760	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4764	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127	IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	half verhard	plus-fysiekVoorkomen	puin	
1990	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_312	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_10837					IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	gesloten verharding			
1991	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3120	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_312	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_10837					IMGeo	OndersteunendWegdeel	bgt-functie	berm	bgt-fysiekVoorkomen	gesloten verharding			
1992	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_401	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4114	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_312	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_10837			IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	gesloten verharding	plus-fysiekVoorkomen	cementbeton	
1993	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4119	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127					IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: bosplantsoen	
1994	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4117	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127					IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: gras- en kruidachtigen 	
1995	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3820	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127					IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: planten	
1996	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3818	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127					IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: struikrozen	
1997	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3817	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127					IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: heesters	
1998	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/objecttype/Objecttypes_402	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_256	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_4118	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/prop/Attributen_523	http://linkeddata.crow.nl/otl-bim-pro-imbor/def/vastewaardelijst/AttributenDomeinwaarden_3127					IMGeo	OndersteunendWegdeel	bgt-functie	verkeerseiland	bgt-fysiekVoorkomen	groenvoorziening	plus-fysiekVoorkomen	groenvoorziening: bodembedekkers	
